69
e_L                 onsite              nnhop               ospair              ophop               nnJastrow           nnnJastrow          
(0.968244,0)        (0.193562,0)        (-0.31014,0)        (0.671857,0)        (-0.30386,0)        (0.11,0)            (0.25,0)            
(0.971833,0)        (0.243947,0)        (-0.283704,0)       (0.671504,0)        (-0.394274,0)       (0.06,0)            (0.22,0)            
(1.02884,0)         (0.20859,0)         (-0.262998,0)       (0.658056,0)        (-0.37812,0)        (0.08,0)            (0.15,0)            
(1.04361,0)         (0.169713,0)        (-0.296291,0)       (0.766052,0)        (-0.381019,0)       (0.09,0)            (0.17,0)            
(0.934742,0)        (0.279594,0)        (-0.342143,0)       (0.663639,0)        (-0.335806,0)       (0.1,0)             (0.3,0)             
(0.888815,0)        (0.23663,0)         (-0.269233,0)       (0.638886,0)        (-0.380745,0)       (0.03,0)            (0.29,0)            
(0.923065,0)        (0.29497,0)         (-0.378377,0)       (0.684787,0)        (-0.314984,0)       (0.12,0)            (0.34,0)            
(0.924095,0)        (0.287136,0)        (-0.401552,0)       (0.727835,0)        (-0.30901,0)        (0.13,0)            (0.36,0)            
(1.00571,0)         (0.282397,0)        (-0.330096,0)       (0.668992,0)        (-0.361321,0)       (0.11,0)            (0.22,0)            
(0.90483,0)         (0.180677,0)        (-0.31251,0)        (0.78814,0)         (-0.386614,0)       (0.04,0)            (0.32,0)            
(0.955692,0)        (0.324348,0)        (-0.410874,0)       (0.655802,0)        (-0.27111,0)        (0.17,0)            (0.33,0)            
(0.954035,0)        (0.0588749,0)       (-0.183631,0)       (0.800852,0)        (-0.467893,0)       (-0.04,0)           (0.18,0)            
(0.889563,0)        (0.250261,0)        (-0.390824,0)       (0.750498,0)        (-0.307179,0)       (0.11,0)            (0.39,0)            
(0.911451,0)        (0.245826,0)        (-0.321565,0)       (0.668731,0)        (-0.336909,0)       (0.08,0)            (0.31,0)            
(0.914822,0)        (0.148562,0)        (-0.284854,0)       (0.758882,0)        (-0.370677,0)       (0.04,0)            (0.29,0)            
(0.970085,0)        (0.239432,0)        (-0.377505,0)       (0.73017,0)         (-0.298867,0)       (0.14,0)            (0.3,0)             
(1.05338,0)         (0.172987,0)        (-0.285738,0)       (0.723795,0)        (-0.364087,0)       (0.1,0)             (0.15,0)            
(0.945764,0)        (0.291942,0)        (-0.345485,0)       (0.647856,0)        (-0.329795,0)       (0.11,0)            (0.29,0)            
(0.871547,0)        (0.126727,0)        (-0.311766,0)       (0.852063,0)        (-0.387754,0)       (0.02,0)            (0.36,0)            
(0.938706,0)        (0.19298,0)         (-0.354992,0)       (0.800414,0)        (-0.345711,0)       (0.09,0)            (0.32,0)            
(0.958252,0)        (0.304122,0)        (-0.349529,0)       (0.656758,0)        (-0.343648,0)       (0.11,0)            (0.28,0)            
(0.947075,0)        (0.262643,0)        (-0.270245,0)       (0.622339,0)        (-0.391412,0)       (0.05,0)            (0.23,0)            
(0.986007,0)        (0.168272,0)        (-0.263527,0)       (0.747661,0)        (-0.413086,0)       (0.04,0)            (0.2,0)             
(0.93702,0)         (0.254685,0)        (-0.375302,0)       (0.747946,0)        (-0.332802,0)       (0.11,0)            (0.33,0)            
(0.994532,0)        (0.21477,0)         (-0.2469,0)         (0.649359,0)        (-0.401134,0)       (0.05,0)            (0.17,0)            
(0.913792,0)        (0.130248,0)        (-0.257767,0)       (0.73062,0)         (-0.368701,0)       (0.03,0)            (0.27,0)            
(1.01542,0)         (0.219452,0)        (-0.393033,0)       (0.73787,0)         (-0.261891,0)       (0.18,0)            (0.27,0)            
(0.854876,0)        (0.210403,0)        (-0.308065,0)       (0.708174,0)        (-0.355051,0)       (0.04,0)            (0.36,0)            
(0.981169,0)        (0.239556,0)        (-0.295623,0)       (0.647611,0)        (-0.351503,0)       (0.09,0)            (0.22,0)            
(0.912043,0)        (0.230326,0)        (-0.367213,0)       (0.730142,0)        (-0.305095,0)       (0.11,0)            (0.35,0)            
(0.915477,0)        (0.199283,0)        (-0.257012,0)       (0.709158,0)        (-0.421361,0)       (0.01,0)            (0.26,0)            
(0.922909,0)        (0.213543,0)        (-0.294612,0)       (0.664157,0)        (-0.340836,0)       (0.07,0)            (0.28,0)            
(0.991691,0)        (0.334906,0)        (-0.418394,0)       (0.672609,0)        (-0.284856,0)       (0.18,0)            (0.3,0)             
(0.973519,0)        (0.129945,0)        (-0.255571,0)       (0.753544,0)        (-0.391283,0)       (0.04,0)            (0.21,0)            
(0.945389,0)        (0.245904,0)        (-0.278822,0)       (0.614229,0)        (-0.354652,0)       (0.07,0)            (0.24,0)            
(0.924813,0)        (0.168744,0)        (-0.26502,0)        (0.700051,0)        (-0.37064,0)        (0.04,0)            (0.26,0)            
(0.994469,0)        (0.253143,0)        (-0.336035,0)       (0.701349,0)        (-0.350437,0)       (0.11,0)            (0.24,0)            
(1.02535,0)         (0.408746,0)        (-0.48189,0)        (0.6571,0)          (-0.250908,0)       (0.24,0)            (0.31,0)            
(0.902989,0)        (0.134807,0)        (-0.245145,0)       (0.729828,0)        (-0.391607,0)       (0.01,0)            (0.27,0)            
(0.923128,0)        (0.23045,0)         (-0.285331,0)       (0.647583,0)        (-0.357731,0)       (0.06,0)            (0.27,0)            
(0.924751,0)        (0.180968,0)        (-0.350244,0)       (0.766827,0)        (-0.311993,0)       (0.1,0)             (0.33,0)            
(0.921005,0)        (0.232193,0)        (-0.320292,0)       (0.643049,0)        (-0.303082,0)       (0.1,0)             (0.3,0)             
(0.90277,0)         (0.222493,0)        (-0.27007,0)        (0.687259,0)        (-0.406513,0)       (0.02,0)            (0.28,0)            
(1.0946,0)          (0.106005,0)        (-0.320002,0)       (0.903852,0)        (-0.398658,0)       (0.1,0)             (0.15,0)            
(0.895338,0)        (0.0513444,0)       (-0.209004,0)       (0.820975,0)        (-0.439337,0)       (-0.04,0)           (0.26,0)            
(0.935553,0)        (0.30715,0)         (-0.382422,0)       (0.693689,0)        (-0.328837,0)       (0.12,0)            (0.33,0)            
(0.989413,0)        (0.385963,0)        (-0.389146,0)       (0.573516,0)        (-0.29581,0)        (0.17,0)            (0.27,0)            
(0.909765,0)        (0.281383,0)        (-0.337965,0)       (0.631048,0)        (-0.316049,0)       (0.1,0)             (0.32,0)            
(0.97911,0)         (0.229075,0)        (-0.245361,0)       (0.576301,0)        (-0.355501,0)       (0.07,0)            (0.18,0)            
(0.925406,0)        (0.100948,0)        (-0.302846,0)       (0.791033,0)        (-0.322926,0)       (0.07,0)            (0.3,0)             
(0.933275,0)        (0.332059,0)        (-0.349262,0)       (0.609382,0)        (-0.331842,0)       (0.11,0)            (0.3,0)             
(0.922035,0)        (0.328952,0)        (-0.359112,0)       (0.626953,0)        (-0.328909,0)       (0.11,0)            (0.32,0)            
(0.967151,0)        (0.265916,0)        (-0.38001,0)        (0.666014,0)        (-0.267088,0)       (0.16,0)            (0.3,0)             
(0.957222,0)        (0.259659,0)        (-0.318531,0)       (0.643282,0)        (-0.333722,0)       (0.1,0)             (0.26,0)            
(0.946856,0)        (0.193439,0)        (-0.271703,0)       (0.668485,0)        (-0.358617,0)       (0.06,0)            (0.24,0)            
(0.924813,0)        (0.22104,0)         (-0.272842,0)       (0.670479,0)        (-0.38654,0)        (0.04,0)            (0.26,0)            
