onsite              nnhop               ospair              nnpair              
0.5                 0.5                 0.5                 0.5                 
0.498167            0.504117            0.493831            0.497652            
0.488535            0.50087             0.474355            0.481688            
0.494156            0.511737            0.481289            0.494101            
0.457072            0.482087            0.413957            0.429256            
0.451362            0.481267            0.402138            0.423076            
0.454345            0.488597            0.405187            0.431602            
0.45351             0.492385            0.401613            0.433817            
0.45185             0.495161            0.396504            0.433921            
0.43744             0.485546            0.369854            0.413291            
0.437865            0.489892            0.368357            0.416802            
0.433752            0.489757            0.359247            0.412845            
0.431443            0.491329            0.353211            0.412012            
0.426173            0.4899              0.34223             0.406513            
0.429035            0.496328            0.344569            0.413471            
0.424705            0.495736            0.335147            0.409477            
0.416695            0.491135            0.319707            0.399086            
0.415005            0.492663            0.31458             0.398503            
0.415282            0.496194            0.31254             0.401068            
0.412235            0.49633             0.30522             0.398536            
0.411828            0.498927            0.302034            0.399455            
0.410351            0.500531            0.297171            0.399209            
0.408325            0.501527            0.291432            0.398115            
0.40204             0.497829            0.279252            0.390016            
0.39251             0.49077             0.262369            0.377885            
0.389345            0.490088            0.255129            0.374956            
0.38832             0.491351            0.25106             0.374341            
0.388495            0.49388             0.248686            0.3755              
0.387813            0.495376            0.245092            0.375084            
0.389259            0.499172            0.244435            0.377845            
0.389475            0.501589            0.242051            0.378638            
0.394255            0.508972            0.245901            0.386016            
0.397056            0.514217            0.246862            0.390353            
0.393538            0.512878            0.238979            0.386333            
0.392303            0.513623            0.234241            0.384687            
0.393167            0.516638            0.232477            0.386042            
0.393908            0.519508            0.230468            0.387178            
0.427533            0.55771             0.271108            0.431761            
0.321475            0.446465            0.12008             0.282713            
0.345931            0.475076            0.138792            0.30817             
0.344627            0.47379             0.137891            0.304888            
0.345302            0.474683            0.137708            0.303513            
0.344429            0.474333            0.135514            0.301475            
0.343467            0.474636            0.132442            0.301028            
0.343117            0.475586            0.129985            0.301182            
0.342593            0.475172            0.129812            0.29986             
0.342751            0.476134            0.128387            0.299369            
-0.0087387          0.0767097           -0.100134           -0.0652557          
-0.00858223         0.0763861           -0.0991442          -0.0646171          
-0.00905597         0.0876494           -0.119543           -0.0707406          
-0.00892949         0.0886998           -0.121031           -0.0707064          
-0.00892651         0.0924143           -0.127874           -0.0721379          
-0.0086272          0.0900047           -0.122175           -0.0701213          
-0.00846411         0.0903368           -0.122174           -0.0696658          
-0.00833302         0.0913466           -0.123524           -0.0695805          
-0.00821233         0.0926488           -0.125435           -0.0696369          
-0.00805569         0.0932193           -0.12586            -0.0692818          
-0.00787701         0.0931953           -0.125074           -0.0686186          
-0.0077037          0.093207            -0.124362           -0.0679877          
-0.00756            0.0939069           -0.125035           -0.0677224          
-0.0074545          0.0956327           -0.127747           -0.0679726          
-0.00728391         0.0957729           -0.127243           -0.0673923          
-0.00713395         0.0963728           -0.127661           -0.0670543          
-0.00700325         0.097506            -0.12914            -0.0669799          
-0.0068066          0.0967824           -0.126874           -0.0659825          
-0.00667602         0.0978534           -0.128211           -0.0658839          
-0.00652801         0.0983928           -0.128466           -0.0655204          
-0.00637493         0.0987945           -0.128443           -0.0650905          
-0.00620798         0.0986589           -0.127356           -0.0644186          
-0.00606022         0.099055            -0.127324           -0.0640067          
-0.00596659         0.101264            -0.130821           -0.0644314          
-0.00586477         0.103414            -0.134192           -0.0647919          
-0.00572001         0.104186            -0.134802           -0.0645016          
-0.00558175         0.10526             -0.135984           -0.0643383          
-0.00532071         0.101496            -0.127582           -0.0620503          
-0.00516938         0.101414            -0.126612           -0.0614565          
-0.00493395         0.0977437           -0.118894           -0.0593329          
-0.00480256         0.0977829           -0.118271           -0.0588709          
-0.00467625         0.097951            -0.117893           -0.058473           
-0.0045513          0.0980707           -0.117429           -0.0580629          
-0.00445371         0.0993217           -0.118968           -0.0581352          
-0.00432277         0.0991877           -0.118041           -0.0576176          
-0.00421831         0.100124            -0.119011           -0.0575563          
-0.00409081         0.100017            -0.118122           -0.0570596          
-0.00398741         0.100959            -0.119088           -0.0570019          
-0.00383316         0.0993738           -0.115649           -0.0559194          
-0.003732           0.100187            -0.116387           -0.0558276          
-0.00360335         0.0996053           -0.114747           -0.0551779          
-0.00349145         0.0997623           -0.114376           -0.0548348          
-0.00340037         0.100918            -0.115674           -0.0548915          
-0.00326919         0.0999147           -0.113372           -0.0540996          
-0.00316986         0.100481            -0.113687           -0.0539343          
-0.00307014         0.101066            -0.114023           -0.0537733          
-0.00295027         0.100261            -0.112081           -0.0530902          
-0.00283138         0.0992716           -0.109893           -0.0523545          
-0.00291432         0.111954            -0.129415           -0.0567414          
-0.00279524         0.112564            -0.129612           -0.0564944          
-0.00254463         0.102495            -0.111847           -0.0524153          
-0.00244804         0.102892            -0.111876           -0.0522091          
-0.00232023         0.100602            -0.107775           -0.0510443          
-0.00222644         0.100734            -0.107437           -0.0507693          
-0.00213844         0.101119            -0.10748            -0.0505921          
-0.00204525         0.101038            -0.106827           -0.0502504          
-0.00193994         0.0997674           -0.104435           -0.0494939          
-0.00185292         0.0997498           -0.10391            -0.0491962          
-0.0017715          0.100235            -0.104116           -0.0490765          
-0.00168182         0.0998849           -0.103125           -0.0486681          
-0.00159884         0.0999933           -0.102798           -0.0484269          
-0.00151364         0.0997496           -0.10198            -0.0480683          
-0.00143094         0.0996849           -0.101423           -0.0477756          
-0.00135066         0.0998443           -0.101187           -0.0475629          
-0.00127384         0.100265            -0.101311           -0.0474418          
-0.00119636         0.100631            -0.101354           -0.0473012          
-0.00111922         0.100988            -0.101382           -0.0471593          
-0.00100357         0.0947852           -0.0925944          -0.0448681          
-0.000937085        0.0951394           -0.0926836          -0.0447675          
-0.000867538        0.0949671           -0.0920902          -0.0444949          
-0.000797533        0.09453             -0.0911598          -0.0441383          
-0.000731957        0.0948152           -0.0911667          -0.0440218          
-0.000662182        0.093904            -0.0896415          -0.0435205          
-0.000608485        0.0962363           -0.0922396          -0.0440768          
-0.000548223        0.0980509           -0.0941603          -0.0444465          
-0.000478322        0.0978022           -0.0934649          -0.0441515          
-0.000409177        0.0974511           -0.0926522          -0.0438286          
-0.000342739        0.0973443           -0.0921548          -0.0435892          
-0.000272248        0.0945039           -0.0882818          -0.0425024          
-0.000211571        0.0950001           -0.0885552          -0.0424693          
-0.000151871        0.0956951           -0.0890669          -0.0424986          
