18
e_L                 onsite              nnhop               ospair              nnJastrow           
(1.03401,0)         (0.327956,0)        (-0.90284,0)        (0.274272,0)        (0.3,0)             
(1.0214,0)          (0.567465,0)        (-1.14314,0)        (0.187373,0)        (0.41,0)            
(1.03186,0)         (0.392603,0)        (-1.0698,0)         (0.320792,0)        (0.41,0)            
(1.023,0)           (0.61144,0)         (-1.19043,0)        (0.173589,0)        (0.44,0)            
(1.02406,0)         (0.539091,0)        (-1.11131,0)        (0.195365,0)        (0.4,0)             
(1.04315,0)         (0.0980813,0)       (-0.718665,0)       (0.389513,0)        (0.23,0)            
(1.01903,0)         (0.438447,0)        (-1.08526,0)        (0.28323,0)         (0.37,0)            
(1.02492,0)         (0.384166,0)        (-0.900597,0)       (0.213689,0)        (0.27,0)            
(1.02063,0)         (0.579693,0)        (-1.14651,0)        (0.176839,0)        (0.41,0)            
(1.03411,0)         (0.303742,0)        (-0.895037,0)       (0.294359,0)        (0.31,0)            
(1.02577,0)         (0.485293,0)        (-1.13412,0)        (0.267512,0)        (0.43,0)            
(1.02363,0)         (0.543375,0)        (-1.20359,0)        (0.254108,0)        (0.46,0)            
(1.03213,0)         (0.164913,0)        (-0.782323,0)       (0.36294,0)         (0.23,0)            
(1.03813,0)         (0.263176,0)        (-0.928735,0)       (0.360065,0)        (0.34,0)            
(1.03362,0)         (0.362309,0)        (-0.963772,0)       (0.279946,0)        (0.34,0)            
(1.03811,0)         (0.417823,0)        (-1.07161,0)        (0.295541,0)        (0.42,0)            
(1.031,0)           (0.371667,0)        (-0.95206,0)        (0.262089,0)        (0.33,0)            
(1.03663,0)         (0.269512,0)        (-0.902358,0)       (0.335332,0)        (0.31,0)            
(1.03129,0)         (0.16436,0)         (-0.841356,0)       (0.403979,0)        (0.28,0)            
(1.03576,0)         (0.329598,0)        (-0.909206,0)       (0.276909,0)        (0.31,0)            
(1.03428,0)         (0.348855,0)        (-0.951684,0)       (0.285794,0)        (0.34,0)            
(1.02848,0)         (0.284981,0)        (-0.935101,0)       (0.341523,0)        (0.31,0)            
(1.03206,0)         (0.516869,0)        (-1.10729,0)        (0.215955,0)        (0.42,0)            
(1.02718,0)         (0.446623,0)        (-1.04819,0)        (0.249237,0)        (0.38,0)            
(1.02444,0)         (0.585759,0)        (-1.17497,0)        (0.189971,0)        (0.44,0)            
(1.03206,0)         (0.467784,0)        (-1.0951,0)         (0.259158,0)        (0.42,0)            
(1.0316,0)          (0.290682,0)        (-0.896368,0)       (0.308989,0)        (0.29,0)            
(1.03453,0)         (0.332291,0)        (-0.925577,0)       (0.2853,0)          (0.32,0)            
(1.02672,0)         (0.413445,0)        (-1.06552,0)        (0.295963,0)        (0.38,0)            
(1.02942,0)         (0.415138,0)        (-1.00234,0)        (0.250886,0)        (0.35,0)            
(1.0326,0)          (0.440184,0)        (-1.00544,0)        (0.226703,0)        (0.36,0)            
(1.03395,0)         (0.284069,0)        (-0.85491,0)        (0.287522,0)        (0.27,0)            
(1.03053,0)         (0.443155,0)        (-1.08965,0)        (0.281293,0)        (0.42,0)            
(1.02264,0)         (0.434666,0)        (-0.989986,0)       (0.221905,0)        (0.32,0)            
(1.02261,0)         (0.621251,0)        (-1.24526,0)        (0.200865,0)        (0.48,0)            
(1.02971,0)         (0.404101,0)        (-0.938791,0)       (0.218925,0)        (0.31,0)            
(1.03553,0)         (0.409064,0)        (-1.02678,0)        (0.274019,0)        (0.38,0)            
(1.02556,0)         (0.606381,0)        (-1.15598,0)        (0.155294,0)        (0.43,0)            
(1.03594,0)         (0.220063,0)        (-0.822974,0)       (0.332869,0)        (0.26,0)            
(1.03076,0)         (0.356294,0)        (-0.865772,0)       (0.219099,0)        (0.27,0)            
(1.02929,0)         (0.302822,0)        (-0.900384,0)       (0.298989,0)        (0.29,0)            
(1.03596,0)         (0.0654152,0)       (-0.680096,0)       (0.397393,0)        (0.18,0)            
(1.02492,0)         (0.633653,0)        (-1.24734,0)        (0.189264,0)        (0.48,0)            
(1.02787,0)         (0.569699,0)        (-1.14587,0)        (0.186896,0)        (0.43,0)            
(1.03534,0)         (0.251963,0)        (-0.866473,0)       (0.329171,0)        (0.3,0)             
(1.02427,0)         (0.540645,0)        (-1.11832,0)        (0.198536,0)        (0.41,0)            
(1.02431,0)         (0.373615,0)        (-1.03102,0)        (0.314158,0)        (0.38,0)            
(1.02427,0)         (0.516103,0)        (-1.11222,0)        (0.220138,0)        (0.41,0)            
(1.02993,0)         (0.574122,0)        (-1.16796,0)        (0.19739,0)         (0.45,0)            
(1.02744,0)         (0.349038,0)        (-0.897495,0)       (0.248462,0)        (0.28,0)            
(1.02388,0)         (0.599541,0)        (-1.18535,0)        (0.182609,0)        (0.45,0)            
(1.02806,0)         (0.402787,0)        (-0.930719,0)       (0.214773,0)        (0.31,0)            
(1.02909,0)         (0.468836,0)        (-1.10511,0)        (0.264911,0)        (0.42,0)            
(1.02695,0)         (0.333978,0)        (-0.947939,0)       (0.298854,0)        (0.31,0)            
(1.034,0)           (0.408977,0)        (-1.02743,0)        (0.274552,0)        (0.38,0)            
(1.02561,0)         (0.286361,0)        (-0.9434,0)         (0.345762,0)        (0.32,0)            
(1.03261,0)         (0.187367,0)        (-0.838177,0)       (0.377633,0)        (0.28,0)            
(1.02894,0)         (0.269143,0)        (-0.907202,0)       (0.339039,0)        (0.3,0)             
(1.02683,0)         (0.413773,0)        (-1.06381,0)        (0.294448,0)        (0.39,0)            
(1.03278,0)         (0.330649,0)        (-0.919212,0)       (0.282662,0)        (0.31,0)            
