onsite              nnhop               ospair              nnpair              
0.204369            0.310059            0.414437            0.414933            
0.204372            0.310066            0.41444             0.414925            
0.20437             0.310063            0.414426            0.414898            
0.204375            0.310075            0.414435            0.414897            
0.204377            0.310081            0.414434            0.414884            
0.204378            0.310085            0.414431            0.414869            
0.204386            0.310104            0.414451            0.41488             
0.204383            0.310098            0.414432            0.414848            
0.20439             0.310115            0.414448            0.414854            
0.20439             0.310116            0.414441            0.414835            
0.20439             0.310116            0.414432            0.414814            
0.204392            0.310122            0.414432            0.414802            
0.204387            0.310114            0.414409            0.414766            
0.204391            0.310123            0.414414            0.414759            
0.204391            0.310125            0.414408            0.414741            
0.204396            0.310136            0.414416            0.414739            
0.2044              0.310147            0.414422            0.414735            
0.204406            0.310163            0.414438            0.414741            
0.204404            0.310158            0.414421            0.414711            
0.204407            0.310166            0.414423            0.414702            
0.204415            0.310187            0.414447            0.414717            
0.204418            0.310194            0.414448            0.414707            
0.204417            0.310194            0.414438            0.414685            
0.204413            0.310184            0.414414            0.414647            
0.204414            0.310188            0.414411            0.414632            
0.204415            0.310192            0.414407            0.414617            
0.204416            0.310196            0.414403            0.414601            
0.204382            0.310119            0.414276            0.414449            
0.204384            0.310124            0.414274            0.414436            
0.204386            0.310128            0.414272            0.414422            
0.204386            0.31013             0.414265            0.414403            
0.204394            0.31015             0.414286            0.414415            
0.204401            0.310168            0.414305            0.414424            
0.204405            0.310178            0.41431             0.414419            
0.204407            0.310182            0.414309            0.414405            
0.204408            0.310187            0.414306            0.414391            
0.204398            0.310165            0.414263            0.414332            
0.2044              0.310169            0.41426             0.414318            
0.204402            0.310176            0.414261            0.414308            
0.204407            0.310188            0.414271            0.414307            
0.204401            0.310177            0.414244            0.414266            
0.204398            0.310171            0.414225            0.414234            
0.204403            0.310183            0.414234            0.414232            
0.204405            0.310189            0.414234            0.414221            
0.204399            0.310176            0.414205            0.414178            
0.204406            0.310192            0.414221            0.414184            
0.204405            0.310193            0.414212            0.414163            
0.204414            0.310214            0.414236            0.414178            
0.204418            0.310224            0.41424             0.414172            
0.20442             0.310229            0.414239            0.414159            
0.204419            0.310229            0.41423             0.414137            
0.20442             0.310232            0.414225            0.414121            
0.204425            0.310245            0.414236            0.414122            
0.204432            0.310261            0.414251            0.414127            
0.204435            0.31027             0.414255            0.41412             
0.204436            0.310274            0.414252            0.414105            
0.20444             0.310283            0.414257            0.414099            
0.204444            0.310294            0.414263            0.414095            
0.204448            0.310304            0.41427             0.414092            
0.20445             0.31031             0.414269            0.414079            
0.204452            0.310316            0.414269            0.414068            
0.204455            0.310325            0.414274            0.414062            
0.20445             0.310314            0.414248            0.414022            
0.204452            0.31032             0.414247            0.41401             
0.204454            0.310325            0.414245            0.413996            
0.20445             0.310317            0.414224            0.413962            
0.20446             0.310341            0.414251            0.41398             
0.204457            0.310336            0.414234            0.41395             
0.20446             0.310345            0.414238            0.413943            
0.204454            0.31033             0.414207            0.413897            
0.204457            0.310338            0.414209            0.413889            
0.204462            0.310352            0.414222            0.413891            
0.204466            0.310363            0.414228            0.413887            
0.20447             0.310372            0.414233            0.413881            
0.204474            0.310382            0.414239            0.413876            
0.204476            0.310388            0.414238            0.413864            
0.204478            0.310395            0.41424             0.413855            
0.204482            0.310406            0.414247            0.413851            
0.204493            0.31043             0.414275            0.413871            
0.204494            0.310434            0.414271            0.413856            
0.20452             0.310496            0.414356            0.413938            
0.204519            0.310496            0.414347            0.413916            
0.204524            0.310509            0.414357            0.413917            
0.204522            0.310503            0.41434             0.413887            
0.204524            0.310509            0.414339            0.413874            
0.204528            0.31052             0.414347            0.413872            
0.204528            0.310521            0.414339            0.413852            
0.204538            0.310546            0.414368            0.413872            
0.204536            0.310541            0.414351            0.413842            
0.204541            0.310555            0.414363            0.413844            
0.204544            0.310562            0.414364            0.413834            
0.204545            0.310566            0.414361            0.41382             
0.204538            0.31055             0.414327            0.413771            
0.204537            0.31055             0.414318            0.413749            
0.20454             0.310558            0.414321            0.413741            
0.204542            0.310564            0.414321            0.41373             
0.204563            0.310614            0.414387            0.413791            
0.204564            0.310624            0.414387            0.413791            
0.204565            0.310628            0.414383            0.413776            
0.204567            0.310633            0.414382            0.413764            
0.204571            0.310644            0.414389            0.41376             
