onsite              nnhop               ospair              nnpair              
0.5                 0.5                 0.5                 0.5                 
0.499998            0.500005            0.499996            0.499979            
0.5                 0.500012            0.499996            0.499963            
0.500005            0.500025            0.500001            0.499956            
0.500019            0.500046            0.500019            0.499966            
0.500017            0.500051            0.500014            0.499944            
0.500018            0.500058            0.500014            0.499929            
0.500022            0.500068            0.500017            0.499918            
0.500017            0.50007             0.500008            0.49989             
0.500015            0.500074            0.500004            0.499868            
0.500029            0.500096            0.500022            0.499879            
0.500007            0.500077            0.499989            0.499816            
0.499983            0.500057            0.499954            0.499748            
0.499983            0.500063            0.499951            0.499729            
0.49998             0.500065            0.499945            0.499705            
0.500003            0.500099            0.499976            0.499736            
0.500004            0.500106            0.499976            0.49972             
0.499996            0.500103            0.499962            0.499684            
0.499997            0.500111            0.499962            0.499669            
0.500004            0.500124            0.49997             0.499664            
0.500003            0.500129            0.499966            0.499644            
0.500001            0.500133            0.499962            0.499622            
0.500001            0.50014             0.49996             0.499604            
0.5                 0.500145            0.499956            0.499583            
0.499999            0.50015             0.499953            0.499564            
0.5                 0.500158            0.499953            0.499549            
0.500037            0.500205            0.500002            0.499605            
0.500042            0.500217            0.500008            0.499597            
0.500041            0.500223            0.500005            0.499578            
0.50005             0.500239            0.500015            0.499577            
0.500064            0.500262            0.500033            0.499589            
0.499978            0.500171            0.499911            0.499394            
0.499952            0.500147            0.499872            0.499322            
0.499946            0.500147            0.499862            0.499292            
0.49994             0.500147            0.499852            0.499262            
0.499939            0.500152            0.499848            0.499241            
0.499935            0.500154            0.499841            0.499215            
0.499933            0.500159            0.499837            0.499194            
0.49994             0.500172            0.499844            0.499189            
0.499941            0.50018             0.499844            0.499174            
0.499944            0.50019             0.499847            0.499163            
0.499938            0.500188            0.499835            0.499131            
0.499935            0.500192            0.49983             0.499108            
0.49992             0.500181            0.499807            0.499059            
0.499911            0.500178            0.499793            0.499023            
0.499915            0.500188            0.499796            0.499012            
0.49994             0.500222            0.499829            0.499045            
0.499944            0.500234            0.499834            0.499036            
0.49994             0.500235            0.499826            0.499009            
0.499942            0.500244            0.499827            0.498996            
0.499945            0.500253            0.499828            0.498983            
0.499952            0.500268            0.499837            0.49898             
0.500037            0.500369            0.499953            0.499135            
0.500043            0.500382            0.49996             0.499129            
0.500071            0.500421            0.499998            0.499169            
0.500067            0.500423            0.49999             0.499143            
0.50007             0.500432            0.499993            0.499131            
0.500067            0.500435            0.499986            0.499106            
0.500063            0.500437            0.499979            0.49908             
0.500069            0.500449            0.499985            0.499074            
0.50004             0.500423            0.499942            0.498996            
0.500034            0.500423            0.499932            0.498967            
0.500037            0.500432            0.499934            0.498954            
0.500037            0.500439            0.499932            0.498936            
0.500037            0.500445            0.499931            0.498918            
0.500054            0.50047             0.499952            0.498935            
0.500055            0.500479            0.499953            0.49892             
0.500055            0.500484            0.49995             0.498901            
0.500053            0.500489            0.499947            0.49888             
0.500021            0.500458            0.499899            0.498795            
0.500012            0.500455            0.499885            0.49876             
0.500009            0.500458            0.499878            0.498735            
0.500001            0.500455            0.499865            0.498701            
0.499961            0.500417            0.499808            0.498601            
0.499961            0.500423            0.499806            0.498584            
0.499951            0.500418            0.49979             0.498545            
0.499939            0.500411            0.499772            0.498503            
0.49994             0.500418            0.49977             0.498486            
0.499941            0.500426            0.499771            0.498471            
0.499945            0.500437            0.499775            0.498461            
0.499947            0.500445            0.499776            0.498447            
0.499947            0.500451            0.499773            0.498428            
0.499942            0.500452            0.499765            0.498401            
0.499941            0.500457            0.499761            0.49838             
0.499938            0.50046             0.499755            0.498356            
0.499938            0.500466            0.499753            0.498338            
0.499931            0.500466            0.499742            0.498307            
0.499945            0.500488            0.49976             0.498318            
0.499919            0.500464            0.499721            0.498246            
0.500445            0.501065            0.500454            0.499307            
0.500445            0.501071            0.500453            0.499289            
0.500446            0.501078            0.500451            0.499272            
0.500449            0.501088            0.500454            0.499261            
0.500431            0.501074            0.500426            0.499205            
0.500433            0.501082            0.500427            0.499191            
0.50041             0.501063            0.500394            0.499127            
0.500414            0.501075            0.500398            0.499118            
0.500417            0.501083            0.500399            0.499104            
0.500413            0.501086            0.500393            0.49908             
0.5005              0.50119             0.500513            0.499239            
0.500499            0.501195            0.500508            0.499218            
